STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
ASSAM,n.c.hills,2008,4,9,0,1,0,3,0,17,,,,
ASSAM,nagaon,2008,112,209,9,200,0,371,0,901,,,,
ASSAM,nalbari,2008,30,47,6,42,0,54,0,179,nalbari,26.3533632,91.3983662, Assam
ASSAM,r.p.o.,2008,5,3,0,1,0,0,0,9,,,,
ASSAM,sibsagar,2008,46,94,4,27,0,139,0,310,,,,
ASSAM,sonitpur,2008,56,125,6,34,0,294,0,515,sonitpur,26.7677707,92.7014089, Assam
ASSAM,tinsukia,2008,60,60,2,8,0,84,0,214,,,,
ASSAM,udalguri,2008,42,27,0,7,0,38,0,114,,,,
ASSAM,total,2008,1438,1789,103,1272,2,3478,0,8082,,,,
BIHAR,araria,2008,37,30,3,35,0,92,2,199,araria,26.1346459,87.4654062, Bihar
BIHAR,arwal,2008,2,10,13,0,0,8,0,33,,,,
BIHAR,aurangabad,2008,30,38,32,13,0,65,0,178,aurangabad,19.877263,75.3390241, Maharashtra
BIHAR,bagaha,2008,15,36,11,14,0,36,0,112,,,,
BIHAR,banka,2008,49,38,23,16,0,24,0,150,banka,24.8328273,86.8161114, Bihar
BIHAR,begusarai,2008,25,34,41,3,0,56,0,159,,,,
BIHAR,bettiah,2008,28,49,33,0,4,96,0,210,,,,
BIHAR,bhabhua,2008,8,19,19,10,0,26,1,83,,,,
BIHAR,bhagalpur,2008,35,98,27,35,5,120,0,320,,,,
BIHAR,bhojpur,2008,18,47,57,31,1,122,0,276,bhojpur,25.4501182,84.5635193, Bihar
BIHAR,buxar,2008,11,18,29,20,0,19,0,97,buxar,25.5044834,84.1097525, Bihar
BIHAR,darbhanga,2008,67,80,48,53,0,45,0,293,darbhanga,26.08299,86.0324951, Bihar
BIHAR,gaya,2008,52,77,43,8,0,40,3,223,,,,
BIHAR,gopalganj,2008,23,63,36,27,0,110,0,259,,,,
BIHAR,jamalpur rly.,2008,1,0,1,0,0,0,0,2,,,,
BIHAR,jamui,2008,17,21,32,25,0,41,0,136,jamui,24.7562514,86.3011128, Bihar
BIHAR,jehanabad,2008,6,19,23,0,0,17,0,65,jehanabad,25.1529579,85.0065043, Bihar
BIHAR,katihar,2008,120,66,15,12,0,28,0,241,,,,
BIHAR,katihar rly.,2008,2,2,0,5,0,1,0,10,,,,
BIHAR,khagaria,2008,16,17,9,2,0,13,0,57,khagaria,25.4930513,86.6982264, Bihar
BIHAR,kishanganj,2008,30,26,8,0,0,23,0,87,kishanganj,26.2984144,87.9466715, Bihar
BIHAR,lakhisarai,2008,35,17,11,23,2,12,0,100,,,,
BIHAR,madhepura,2008,16,30,16,10,0,12,0,84,madhepura,25.7806118,86.9364753, Bihar
BIHAR,madhubani,2008,24,36,24,182,0,51,0,317,madhubani,26.3503076,86.2296424, Bihar
BIHAR,motihari,2008,34,83,45,14,0,12,0,188,,,,
BIHAR,munger,2008,20,31,14,2,0,40,0,107,,,,
BIHAR,muzaffarpur,2008,28,97,75,15,0,90,0,305,muzaffarpur,26.1482548,85.3316097, Bihar
BIHAR,muzaffarpur rly.,2008,2,0,0,0,0,1,0,3,,,,
BIHAR,nalanda,2008,23,56,70,36,0,77,0,262,,,,
BIHAR,naugachia,2008,8,6,5,35,0,65,0,119,,,,
BIHAR,nawadah,2008,28,26,24,10,1,36,1,126,,,,
BIHAR,patna,2008,57,78,99,31,1,189,0,455,patna,25.6093239,85.1235252, Bihar
BIHAR,patna rly.,2008,0,4,2,7,0,1,0,14,,,,
BIHAR,purnea,2008,185,88,3,73,0,81,0,430,,,,
BIHAR,rohtas,2008,21,55,36,15,0,42,0,169,rohtas,24.9394143,84.0197031, Bihar
BIHAR,saharsa,2008,22,20,17,75,0,21,0,155,,,,
BIHAR,samastipur,2008,32,62,60,15,5,52,15,241,samastipur,25.7747885,85.8672314, Bihar
BIHAR,saran,2008,34,58,58,10,0,41,0,201,,,,
BIHAR,sheikhpura,2008,9,14,7,1,0,10,0,41,sheikhpura,25.1250741,85.8160771, Bihar
BIHAR,sheohar,2008,7,11,7,4,0,13,0,42,sheohar,26.4934234,85.2717561, Bihar
BIHAR,sitamarhi,2008,12,43,24,18,0,12,0,109,,,,
BIHAR,siwan,2008,24,35,31,9,2,54,0,155,,,,
BIHAR,supaul,2008,53,37,15,71,0,68,0,244,supaul,26.2768089,86.7959614, Bihar
BIHAR,vaishali,2008,36,114,64,34,0,30,0,278,vaishali,25.7491703,85.3972164, Bihar
BIHAR,total,2008,1302,1789,1210,999,21,1992,22,7335,,,,
CHHATTISGARH,balrampur,2008,41,5,3,43,0,24,0,116,balrampur,27.4476988,82.3956245, Uttar Pradesh
CHHATTISGARH,bilaspur,2008,71,25,19,171,4,136,0,426,bilaspur,22.1638486,82.1365923, Chhattisgarh
CHHATTISGARH,bizapur,2008,5,2,0,5,0,1,0,13,,,,
CHHATTISGARH,dantewara,2008,10,7,1,17,1,3,0,39,,,,
CHHATTISGARH,dhamtari,2008,26,4,3,47,4,19,0,103,dhamtari,20.5326259,81.7155987, Chattisgarh
CHHATTISGARH,durg,2008,109,12,11,218,17,118,0,485,durg,21.1982964,81.4007922, Chattisgarh
CHHATTISGARH,grp raipur,2008,2,0,0,4,2,0,0,8,,,,
CHHATTISGARH,jagdalpur,2008,68,11,2,49,2,23,0,155,,,,
CHHATTISGARH,janjgir,2008,47,7,14,135,12,123,0,338,janjgir,22.0090841,82.578896, Chattisgarh
CHHATTISGARH,jashpur,2008,71,41,0,56,3,19,0,190,jashpur,22.770251,83.9708013, Chattisgarh
CHHATTISGARH,kabirdham,2008,29,4,5,79,6,23,0,146,,,,
CHHATTISGARH,kanker,2008,15,7,4,26,3,13,0,68,kanker,20.2692747,81.4932111, Chattisgarh
CHHATTISGARH,korba,2008,31,9,5,68,10,42,0,165,korba,22.5198217,82.6350029, Chattisgarh
CHHATTISGARH,koriya,2008,54,5,2,93,6,34,0,194,,,,
CHHATTISGARH,mahasamund,2008,24,7,6,57,4,27,0,125,mahasamund,21.1922846,82.4890263, Chattisgarh
CHHATTISGARH,narayanpur,2008,1,0,0,0,0,0,0,1,,,,
CHHATTISGARH,raigarh,2008,30,7,7,74,8,45,0,171,,,,
CHHATTISGARH,raipur,2008,128,36,11,247,34,124,0,580,raipur,21.2380912,81.6336993, Chattisgarh
CHHATTISGARH,rajnandgaon,2008,60,12,7,72,5,57,0,213,rajnandgaon,21.0684425,80.7970779, Chattisgarh
CHHATTISGARH,sarguja,2008,78,8,3,89,3,27,0,208,,,,
CHHATTISGARH,surajpur,2008,78,7,3,71,1,39,0,199,,,,
CHHATTISGARH,total,2008,978,216,106,1621,125,897,0,3943,,,,
GOA,north goa,2008,15,17,0,15,2,5,0,54,,,,
GOA,south goa,2008,15,11,2,17,10,7,0,62,,,,
GOA,total,2008,30,28,2,32,12,12,0,116,,,,
GUJARAT,ahmedabad commr.,2008,44,137,1,78,19,1185,0,1464,,,,
GUJARAT,ahmedabad rural,2008,3,35,1,16,0,67,0,122,,,,
GUJARAT,ahwa-dang,2008,3,2,0,2,0,11,0,18,,,,
GUJARAT,amreli,2008,8,58,0,31,3,128,0,228,amreli,21.4176122,71.249609, Gujarat
GUJARAT,anand,2008,11,45,0,25,2,170,0,253,anand,22.5586555,72.9627227, Gujarat
GUJARAT,bharuch,2008,13,29,0,13,2,114,0,171,bharuch,21.7080427,72.9956936, Gujarat
GUJARAT,bhavnagar,2008,9,80,0,69,51,197,0,406,bhavnagar,21.7718836,72.1416449, Gujarat
GUJARAT,dahod,2008,13,40,0,33,0,63,0,149,dahod,22.9194099,74.1342725, Gujarat
GUJARAT,gandhinagar,2008,8,35,3,18,2,200,0,266,gandhinagar,23.2232877,72.6492267, Gujarat
GUJARAT,himatnagar,2008,16,34,0,22,0,217,0,289,,,,
GUJARAT,jamnagar,2008,17,25,0,14,1,239,0,296,jamnagar,22.4732415,70.0552102, Gujarat
GUJARAT,junagadh,2008,5,43,3,66,3,456,0,576,,,,
GUJARAT,kheda north,2008,8,39,0,40,0,219,0,306,,,,
GUJARAT,kutch,2008,16,42,1,26,6,334,0,425,,,,
GUJARAT,mehsana,2008,9,48,0,33,1,289,0,380,,,,
GUJARAT,narmada,2008,7,7,0,8,1,12,0,35,,,,
GUJARAT,navsari,2008,2,4,0,1,1,5,0,13,navsari,20.952407,72.9323831, Gujarat
GUJARAT,palanpur,2008,37,43,1,34,0,201,0,316,,,,
GUJARAT,panchmahal,2008,8,53,0,29,2,148,0,240,,,,
GUJARAT,patan,2008,19,24,0,29,0,157,0,229,patan,23.773753,71.6798581, Gujarat
GUJARAT,porbandar,2008,3,11,0,5,0,48,0,67,porbandar,21.6029751,69.8538067, Gujarat
GUJARAT,rajkot commr.,2008,12,40,1,30,19,312,0,414,,,,
GUJARAT,rajkot rural,2008,24,42,4,45,2,293,0,410,,,,
GUJARAT,surat commr.,2008,28,79,11,54,2,472,0,646,,,,
GUJARAT,surat rural,2008,3,5,0,7,0,30,0,45,,,,
GUJARAT,surendranagar,2008,21,38,0,50,1,133,0,243,surendranagar,22.8251395,71.6209736, Gujarat
GUJARAT,tapi,2008,3,2,0,2,0,6,0,13,,,,
GUJARAT,vadodara commr.,2008,7,30,0,16,3,268,0,324,,,,
GUJARAT,vadodara rural,2008,11,37,0,21,0,87,0,156,,,,
GUJARAT,valsad,2008,4,9,0,6,0,32,0,51,,,,
GUJARAT,w.rly,2008,2,3,1,5,1,1,0,13,,,,
GUJARAT,total,2008,374,1119,27,828,122,6094,0,8564,,,,
HARYANA,ambala,2008,35,49,11,27,21,172,0,315,ambala,30.3843674,76.770421, Haryana
HARYANA,bhiwani,2008,33,36,14,24,20,111,0,238,bhiwani,28.7931703,76.1391283, Haryana
HARYANA,faridabad,2008,46,94,21,23,97,173,0,454,faridabad,28.4031478,77.3105561, Haryana
HARYANA,fatehabad,2008,12,21,4,16,13,143,0,209,fatehabad,29.5359209,75.5752901, Haryana
